pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
24360,1.81341391,1164.420305,18.05167728,14.15180762,14.15180762,12.5250238,8.585127086,8.585127086,6.791866088,6.791866088,5.416790772,5.416790772,3.925153153,3.925153153,11.5703561,14.69560176,0,18.58697048,23.36558738,22.16030442,0,17.55720392,30.33183534,0,9.720841475,348.111007,1.269230769,2.076923077,2.884615385,0.25,-2.99,26,332.23,1523004.454,15.27944345,5.016137241,1.818757009,148.2282429,13.0104532,0.458197728,13.0104532,0.342676338,0.109782376,0.342676338,-1.789747024,-0.458197728,2.0796,94.5248,348.358,1,6,0,2,2,1,2,3,6,1,6,0,1,0,0,0,130,14.41049,6.606881965,5.601050811,0,5.559266895,5.969305288,4.794537184,9.778515705,0,0,25.12283841,24.61992283,16.5131272,29.0127646,5,14.63792753,16.87223022,0,9.551078169,0,32.097248,0,63.44236096,0,11.38785599,5.559266895,0,0,0,20.62691085,28.28408932,0,30.0349133,41.19273959,0,22.29078092,0,81.42,0,0,0,0,0,0,0,0,1.643468443,61.60653156,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.532763989,348.358,2.0796,6,6,1,1,1,1,6,0.033333333,18,4,7,94.5248,30,0,0,0,0,81.42,3.982393284,0.000942172,0.984181346,30.287616,21.32711485,154,195,0,20,0,2,4,0,0,0,0,1,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,2,1.8,0,11,0
31703,1.68626321,1376.518741,28.38602239,21.21013727,21.21013727,18.42777712,12.41180174,12.41180174,10.15993306,10.15993306,7.805280423,7.805280423,5.750258573,5.750258573,95.66900423,39.91624853,0,34.42413942,0,0,25.30889875,6.9237372,0,0,19.94425634,543.1740607,1.153846154,1.846153846,2.487179487,0.444444444,-3.39,39,514.293,374870204.1,27.18726294,9.662462759,4.111772825,222.081397,13.64305706,0.506847955,13.64305706,0.201631281,0.017252414,0.201631281,-2.240737143,-0.506847955,0.0013,131.7544,543.525,7,12,2,1,3,2,0,2,12,6,12,0,5,0,1,1,208,45.47689331,29.45646828,17.85651662,5.783244946,0,0,14.38361155,0,0,0,12.13273414,12.99010427,41.99466017,42.11205118,5,54.12683739,17.34973484,0,0,5.733667477,62.4310196,13.71667951,51.57981016,0,17.2485355,10.47053043,0,17.2485355,0,86.73990246,20.68908471,0,68.83913015,18.19910121,0,0,0,206.07,0,0,0,0,0,0,0,0,0,109.4166667,0,3,2,0,0,0,0,2,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235262582,543.525,0.0013,12,12,6,6,6,3,12,0.11627907,18,1,13,131.7544,43,0,0,0,0,206.07,4.624658871,0.000154833,0.910091645,51.33547139,38.19688403,220,275,0,27,0,1,11,1,0,0,0,3,0,3,0,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,3,0.7,0,28,0
36314,1.387447664,2280.34627,44.94021786,35.23274852,35.23274852,29.27228993,20.47284996,20.47284996,17.3540403,17.3540403,13.47985515,13.47985515,10.18254051,10.18254051,112.6040952,39.2922681,4.794537184,35.30081563,5.563451492,13.8474744,25.98020854,92.71024629,0,5.316788604,23.68431477,853.3309553,0.822580645,1.403225806,1.951612903,0.446808511,-5.74,62,802.51,1.95363E+13,44.32035765,16.51284551,7.294407711,357.8854074,15.48379502,0.455736924,15.48379502,0.338014233,0.002885344,0.338014233,-2.390958147,-0.455736924,3.7357,217.6901,853.918,4,15,3,1,4,3,0,3,14,4,15,0,10,2,1,3,328,44.32068556,23.91294997,23.59222853,0,5.907179729,23.87722115,19.17814874,9.589074368,0,0,80.57751215,54.82260323,37.66755961,35.64903719,7,67.77112006,35.56764583,0,5.316788604,16.74788698,108.2518072,6.606881965,118.8320696,0,0,5.316788604,0,0,0,105.3200099,42.86246351,16.74788698,86.70533612,102.1417151,0,0,0,221.29,0,0,0,0,0,0,0,0,0,160.5,0,3,2,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129786194,853.918,3.7357,14,14,4,4,4,3,14,0.147058824,23,3,25,217.6901,68,0,0,0,0,221.29,5.591556761,0.000127012,0.948847637,85.1900937,65.14892137,346,429,0,47,0,1,14,0,0,0,0,3,0,1,0,4,5,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,62,7,3.5,0,43,0
60750,2.419121978,506.8312696,13.49963552,9.032488305,9.032488305,8.374245891,5.044753463,5.044753463,3.871087893,3.871087893,2.663557922,2.663557922,1.722861648,1.722861648,36.65498848,18.68189467,0,5.817862778,4.567099648,12.26321064,0,0,0,4.983978521,15.57705783,263.0717623,1.611111111,2.277777778,2.777777778,0.555555556,-1.58,18,252.112,10211.95767,12.86606079,4.264616605,1.854653254,99.43404632,13.70087207,0.393564363,13.70087207,0.351313799,0.114055624,0.351313799,-3.713275227,-0.393564363,-1.2886,54.859,263.2,4,7,0,1,1,0,1,1,7,3,9,0,2,0,1,1,100,20.68358522,11.92182917,6.103966388,6.227901171,0,11.61227257,4.567099648,4.794537184,13.76480862,0,0,6.066367068,6.196843572,6.606881965,2,23.73074784,5.817862778,0,9.551078169,0,24.35836311,12.34054944,22.74749122,0,0,11.42341088,14.59869287,0,0,44.50147687,4.736862954,0,6.227901171,17.05774782,0,0,0,110.6,0,0,0,0,0,0,0,0,27.9247997,33.65853364,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612087373,263.2,-1.2886,7,7,3,3,3,2,7,0.105263158,9,2,6,54.859,19,0,0,0,0,110.6,2.87818628,0.001552984,0.962670508,23.42483884,17.93086886,96,116,0,9,0,3,4,0,0,0,0,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1,-1.1,2,12,0
60838,1.163284424,1685.119955,29.87973993,24.85644893,24.85644893,20.8170488,15.65470636,15.65470636,12.2359104,12.2359104,9.965617272,9.965617272,7.470643971,7.470643971,11.5703561,19.49013895,0,24.68021055,60.36120248,34.87147116,32.35197768,23.62357098,17.03264387,11.82364693,14.45770443,586.2791349,1.069767442,1.837209302,2.558139535,0.515151515,-3.76,43,548.385,8813764338,28.03622737,10.74900395,4.534533167,249.7555627,13.58117294,0.458197728,13.58117294,0.414728189,0.095133029,0.414728189,-1.863973748,-0.458197728,4.0911,159.9458,586.689,1,10,0,4,4,1,2,3,9,1,10,0,4,0,2,2,226,28.94717241,12.3563938,5.601050811,0,5.559266895,12.06254536,4.794537184,14.57305289,0,0,20.26829602,81.44336231,35.64448084,29.0127646,7,24.16932767,22.96547029,0,19.35089763,0,83.58775577,26.17902562,56.87307832,0,17.13736782,10.29612985,4.794537184,5.749511833,0,68.74083684,34.70491094,0,74.6262101,29.06000546,0,22.29078092,0,114.2,0,0,0,0,0,0,0,0,1.651016702,95.43231663,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.355955569,586.689,4.0911,9,9,1,1,1,1,9,0.081632653,17,6,19,159.9458,49,0,0,0,0,114.2,6.824173712,0.000625127,0.998135039,58.43217373,43.56091069,246,306,0,33,0,4,6,0,0,1,0,1,0,0,0,2,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,3,3,0,29,0
104741,1.15060473,1031.076056,29.83828805,24.24036357,25.05686015,19.33215401,15.62669471,17.11472858,13.19268345,14.88883284,10.55953083,12.0475647,8.283545498,9.480081907,35.74003997,36.37402852,0,17.27181046,41.59481125,77.04985948,11.12690298,0,12.13273414,12.99010427,0,606.3166075,0.926829268,1.585365854,2.292682927,0.8125,-1.22,41,559.406,781031347.5,32.68878869,13.60700932,7.655620742,243.6928034,12.95233595,0.507956031,12.95233595,0.452728834,0.019499234,0.452728834,-5.542129731,-0.507956031,8.6826,152.652,606.782,2,3,3,0,3,1,0,1,3,2,9,0,14,2,0,2,234,10.21305479,5.749511833,0,0,0,12.09882769,4.208898492,0,21.95207524,0,51.51503401,103.7128248,28.72609788,6.103966388,4,36.37402852,10.79956904,0,0,23.16870861,127.3567617,11.50570721,29.32600419,0,5.749511833,0,21.95207524,5.749511833,0,44.13045457,17.22039067,23.16870861,113.860049,18.19910121,0,0,0,57.53,0,-1.354989264,0,0,0,0,0,0,74.51272204,35.98115612,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.164586202,606.782,8.6826,3,3,2,2,2,1,3,0.318181818,0,1,36,152.652,44,0,1,0,0,57.53,7.208160567,0.000306677,0.994398226,63.36800751,52.55782013,218,258,0,32,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,41,1,4.3,5,37,0
104842,1.837836053,1276.658373,20.49927104,16.15142745,16.15142745,13.88439581,9.702727388,9.702727388,7.575586562,7.575586562,6.142842579,6.142842579,4.55356725,4.55356725,11.5703561,19.80212916,0,24.33648232,35.480337,22.02982792,0,35.75630512,6.9237372,0,9.720841475,392.1372217,1.206896552,2,2.724137931,0.318181818,-3.19,29,372.251,5499159.584,17.87794435,5.903749744,2.246075453,165.7523608,13.22419758,0.507941373,13.22419758,0.342676338,0.110336865,0.342676338,-1.832032677,-0.507941373,2.3476,105.5676,392.411,2,7,0,2,2,1,2,3,7,2,7,0,2,0,0,0,148,19.51701739,12.3563938,5.601050811,0,5.559266895,5.969305288,4.794537184,9.778515705,0,0,13.8474744,42.67056301,16.5131272,29.0127646,5,19.74445493,16.87223022,0,9.551078169,0,45.44180683,0,56.87307832,0,17.13736782,5.559266895,0,5.749511833,0,25.73343825,34.70491094,0,42.52210199,29.06000546,0,22.29078092,0,101.65,0,0,0,0,0,0,0,0,1.628604497,70.45472884,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.507959828,392.411,2.3476,7,7,2,2,2,1,7,0.060606061,17,4,9,105.5676,33,0,0,0,0,101.65,4.285588616,0.000728361,0.984624799,35.91351611,25.52952697,170,216,0,22,0,2,5,0,0,0,0,1,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,2,1.8,0,14,0
123631,1.507873957,1046.684904,21.63118127,17.23616369,17.99209263,15.13536159,10.11551554,10.49348001,7.152408396,7.559608522,5.083026255,5.372672717,3.441625503,3.622168134,5.817220841,4.390415048,0,5.022633314,35.1278554,44.65507898,18.46005421,13.17616461,12.13273414,20.18465538,25.81152875,446.1520965,1.161290323,2,2.774193548,0.363636364,-2.68,31,422.718,13732178.25,21.54820667,10.08499225,5.330841061,184.6422968,13.46824402,0.492785963,13.46824402,0.162432985,0.036408571,0.162432985,-0.47475551,-0.492785963,4.2756,118.1537,446.91,1,7,0,1,1,2,1,3,7,1,9,0,8,0,1,1,164,19.52737747,17.96240369,11.49902367,0,0,0,4.899909731,14.35837209,0,0,11.60093989,30.6862899,36.77424678,37.46977747,4,18.60100391,34.00911387,0,14.86786677,0,6.420821623,51.88150126,47.49900957,0,11.49902367,14.79051451,15.8956641,11.49902367,11.60093989,61.43257943,4.736862954,5.817220841,6.420821623,36.65915542,5.022633314,10.90292493,0,68.74,0,5.895463516,0,0,0,0,0,0,13.46824402,51.58073691,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.517854528,446.91,4.2756,7,7,1,1,1,0,7,0.235294118,13,2,12,118.1537,34,0,0,0,0,68.74,5.057296375,0.00019487,0.942826944,44.60658577,36.13745379,160,186,0,22,0,4,3,0,0,1,0,0,0,0,0,0,3,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,2.2,1,17,0
126565,1.775571233,1730.450548,22.27529192,17.92282373,17.92282373,15.98311201,11.28718038,11.28718038,9.672362453,9.672362453,8.233502854,8.233502854,6.731937741,6.731937741,24.16081954,15.00759197,0,12.32800135,6.544756406,54.73860271,0,0,49.38830668,20.51735497,4.736862954,439.1532062,1.060606061,1.757575758,2.515151515,0.269230769,-3.39,33,418.303,98632045.25,18.08317417,5.390137946,1.749453261,187.3117655,13.16377053,0.393180302,13.16377053,0.252133443,0.055524206,0.252133443,-1.477322806,-0.393180302,3.4744,124.0388,439.471,3,7,0,3,3,3,2,5,6,3,7,0,1,0,1,1,164,29.40090564,11.82895198,5.724985594,0,5.907179729,0,4.794537184,0,0,0,36.39820241,24.61992283,34.51047489,34.23713633,8,19.74445493,49.51887946,0,14.4509879,0,37.4432528,6.606881965,59.65783953,0,0,5.316788604,0,0,0,37.46236659,17.00660495,0,35.49390016,48.53093655,0,43.61169973,0,88.65,0,0,0,0,0,0,0,0,4.203190665,69.463476,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373215962,439.471,3.4744,6,6,3,3,3,2,6,0.025,26,5,9,124.0388,40,0,0,0,0,88.65,3.611690497,0.000275566,0.898935985,35.17068118,22.94834269,214,285,0,26,0,3,4,0,0,0,0,2,0,0,0,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,1,2.7,0,15,0
148124,1.485705767,1976.328971,42.74998342,33.88496248,33.88496248,26.99041484,19.33466299,19.33466299,17.57384661,17.57384661,12.56716789,12.56716789,9.559609693,9.559609693,112.4219011,44.3987955,0,29.73736414,5.563451492,6.9237372,25.98020854,83.14962255,0,5.316788604,23.68431477,807.3466054,0.948275862,1.551724138,2.103448276,0.558139535,-4.67,58,754.466,1.46401E+12,42.92290433,15.17169409,7.099650361,336.1909091,14.94548197,0.455737673,14.94548197,0.407747107,0.063719049,0.407747107,-2.353438114,-0.455737673,3.2596,203.6044,807.89,5,15,3,1,4,2,0,2,14,5,15,0,8,2,1,3,314,49.42721295,35.61796717,17.48826215,0,0,24.00115593,9.589074368,14.38361155,0,0,62.37841095,63.46108069,25.18037091,35.64903719,6,68.08311027,29.78440088,0,5.316788604,16.74788698,127.7003324,6.606881965,82.93678273,0,0,5.316788604,4.794537184,0,0,110.2443432,38.06792632,16.74788698,90.19482184,71.80987974,0,0,0,224.45,0,0,0,0,0,0,0,0,0,151.4166667,0,4,3,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146809486,807.89,3.2596,14,14,5,5,5,4,14,0.126984127,15,3,27,203.6044,63,0,0,0,0,224.45,5.116026302,0.000192609,0.958452661,83.0898582,65.09398916,326,403,0,43,0,1,14,0,0,0,0,4,0,1,0,4,5,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58,6,2.7,0,45,0
156422,1.332261919,1433.134329,27.40720215,23.15987931,23.15987931,18.77500815,13.48052873,13.48052873,10.95061305,10.95061305,6.898977272,6.898977272,4.605084916,4.605084916,0,4.794537184,0,11.44610498,18.11213102,66.31475917,0,4.681802935,73.65377495,36.30469854,14.57240772,527.28964,0.974358974,1.692307692,2.41025641,0.35483871,-3.88,39,490.373,725071079.6,26.71621071,11.471317,6.407509731,229.4561343,13.24385987,0.491607609,13.24385987,0.324369991,0.169977318,0.324369991,-0.338092859,-0.491607609,5.98642,156.3444,527.669,2,8,0,1,1,3,1,4,6,2,8,0,7,0,1,1,204,14.79051451,18.17425658,0,0,0,6.031114512,10.21669833,9.476340119,5.098681808,0,62.7328655,31.18920547,41.88807518,30.28246447,5,14.26826309,28.30881199,0,14.68039447,0,33.10993927,50.08849232,77.98741724,0,11.43689811,15.37044016,16.29978624,5.749511833,0,60.1664241,10.15185342,6.9237372,32.02859109,66.73003775,0,16.4598347,0,80.65,0,0,0,0,0,0,0,0,1.780866919,79.46913308,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.308784287,527.669,5.98642,6,6,2,2,2,0,6,0.162790698,10,2,14,156.3444,43,0,0,0,0,80.65,6.063165134,0.000383889,0.991152507,57.22924164,47.46155299,208,243,0,31,0,5,3,0,0,1,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,1,3.5,0,20,0
176158,2.057258989,1095.997203,17.71481399,13.13844128,14.65029917,11.96923425,7.569291322,8.325220268,5.828245284,6.671881191,4.297951704,4.845757815,3.202276825,3.705261872,11.81435946,9.589074368,0,5.57310453,26.74527414,10.90292493,0,18.19910121,42.07708348,5.316788604,23.20187978,370.027583,0.92,1.6,2.32,0.052631579,-2.56,25,359.127,680504.673,15.93816067,5.75854482,2.455774241,153.198009,12.53184018,0.3499023,12.53184018,0.259138717,0.266684933,0.259138717,-0.460966081,-0.3499023,4.0523,99.3447,371.223,1,4,0,1,1,2,1,3,3,1,6,0,2,0,0,0,124,4.567099648,0,0,0,11.81435946,0,14.90586297,0,0,0,47.46734805,18.19910121,40.29697678,16.16884237,4,9.589074368,57.06537323,0,9.883888252,7.047671983,0,0,69.83358266,0,0,5.316788604,0,0,23.20187978,16.38145911,16.63674635,0,11.12690298,48.66141305,10.04526663,22.04913399,0,51.1,0,12.23588539,0,0,0,0,0,0,1.925428057,47.22757544,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691294786,371.223,4.0523,3,3,1,1,1,0,3,0.071428571,19,2,5,99.3447,28,0,0,0,0,51.1,3.48218947,0.000378845,0.860459659,29.29168797,21.45906305,140,172,0,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,3.2,0,9,0
176870,1.956916735,1001.004202,20.47648073,16.47464963,16.47464963,14.2450447,9.107799663,9.107799663,6.071032107,6.071032107,4.082844816,4.082844816,2.682613459,2.682613459,0,0,0,0,43.7444143,22.1537627,6.327320075,14.21959508,36.39820241,21.20517996,25.37080171,393.1688562,0.931034483,1.655172414,2.344827586,0.272727273,-3.34,29,370.259,4235838.813,20.395692,10.27158895,5.347720173,169.5322632,5.85739678,0.48726952,5.85739678,0.162995094,0.392174356,0.162995094,0.392174356,-0.48726952,3.4051,111.9397,393.443,1,7,0,0,0,2,1,3,7,1,7,0,10,0,0,0,150,24.26424042,25.35894678,11.49902367,0,0,0,0,9.967957042,0,6.423349896,11.98680139,24.26546827,36.92302413,18.73046465,3,18.94745182,22.40817398,0,9.967957042,0,0,45.96391154,48.28897398,0,23.84280788,14.79051451,11.50524905,11.49902367,0,50.61507998,9.473725908,12.34378421,5.563451492,42.72552249,0,10.90292493,0,74.73,0,0,0,0,0,0,0,0,0,64.66666667,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.417884098,393.443,3.4051,7,7,1,1,1,0,7,0.322580645,10,1,8,111.9397,31,0,0,0,0,74.73,4.708285682,0.000385902,0.96823499,43.50060566,35.38111784,142,163,0,22,0,3,4,0,0,0,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,1.9,0,13,1
